CUSTOMER_ID,CITY NAME,STATE ABBREVIATION,FIPS ZIP CODE,LON,LAT,EST HOUSEHOLD INCOME V5,LENGTH OF RESIDENCE,NUMBER OF ADULTS IN LIVING UNIT,MOSAIC HOUSEHOLD,CHILDREN: AGE 0-18 VERSION 3
77553818596,MINNEAPOLIS,MN,55412,-93.2953860186633,45.0137523529412,$35000-$49999,10,1,Q65,Not Likely
37576751988,MINNEAPOLIS,MN,55406,-93.22293,44.9411,$75000-$99999,06,1,G24,Possible
77508979976,MINNEAPOLIS,MN,55429,-93.327612941913,45.0748271168537,$75000-$99999,10,3,I33,Likely
17519732548,MINNEAPOLIS,MN,55403,-93.2809431951426,44.9700111024276,$35000-$49999,33,2,E19,Not Likely
97617090345,MINNEAPOLIS,MN,55443,-93.3280186625447,45.1362010533508,$200000-$249999,08,2,B07,Possible
87503764085,MINNEAPOLIS,MN,55406,-93.2172417324797,44.9247416413267,$35000-$49999,00,1,G24,Possible
87575986974,MINNEAPOLIS,MN,55429,-93.3415076308925,45.0734761823206,,00,0,U00,No
17538790971,MINNEAPOLIS,MN,55408,-93.2755282197347,44.9411301803375,$35000-$49999,04,1,O55,Yes
27691120605,MINNEAPOLIS,MN,55447,-93.5040700802025,44.9922275996934,$50000-$74999,06,2,C13,Not Likely
27516917446,MINNEAPOLIS,MN,55422,-93.3319987500543,45.0232615582537,$15000-$24999,03,1,K40,Possible
47514739761,MINNEAPOLIS,MN,55404,-93.2421482123189,44.9598009000581,$250000+,06,2,C11,Not Likely
07685085908,MINNEAPOLIS,MN,55442,-93.4128036571394,45.0465332665982,$125000-$149999,19,4,C11,Not Likely
67669107223,MINNEAPOLIS,MN,55445,-93.38496,45.1050371325916,$25000-$34999,00,1,O52,Possible
77581856381,MINNEAPOLIS,MN,55417,-93.2269952611575,44.9097634058467,,00,0,U00,No
87579900138,MINNEAPOLIS,MN,55421,-93.24611,45.04819,$25000-$34999,08,1,P56,Possible
27552739747,MINNEAPOLIS,MN,55404,-93.2797863770438,44.9598905383981,$1000-$14999,12,2,P57,Possible
07640136846,MINNEAPOLIS,MN,55449,-93.2231454727558,45.1742415525179,$50000-$74999,12,3,D17,Likely
37576767841,MINNEAPOLIS,MN,55407,-93.2496974671968,44.9554642453864,$25000-$34999,03,1,O55,Likely
57674093660,MINNEAPOLIS,MN,55443,-93.3408757687193,45.0874,,00,0,U00,No
97552884387,MINNEAPOLIS,MN,55419,-93.2919422743915,44.9174021274297,$200000-$249999,11,1,A02,Not Likely
87513822321,MINNEAPOLIS,MN,55412,-93.2903659868663,45.0231373469388,,00,0,U00,No
77602145807,MINNEAPOLIS,MN,55449,-93.1971745128369,45.1367594229407,$75000-$99999,17,6,B08,Yes
77658079406,MINNEAPOLIS,MN,55441,-93.4146087120077,45.0127145108235,$50000-$74999,00,1,F22,Likely
07585817108,MINNEAPOLIS,MN,55412,-93.29506,45.02399,$25000-$34999,08,1,R66,Likely
57699113538,MINNEAPOLIS,MN,55446,-93.4782084910105,45.0269856660509,$35000-$49999,01,1,O54,Not Likely
07559765917,MINNEAPOLIS,MN,55406,-93.227948825995,44.9633364450251,$25000-$34999,10,3,S71,Not Likely
67612008912,MINNEAPOLIS,MN,55431,-93.308763736503,44.8495720664021,$50000-$74999,34,5,E20,Not Likely
67522862486,MINNEAPOLIS,MN,55417,-93.2390931216345,44.9030785243047,$15000-$24999,00,1,G24,Possible
97541750592,MINNEAPOLIS,MN,55405,-93.28672,44.9628371325916,$125000-$149999,02,1,O54,Not Likely
37505803563,MINNEAPOLIS,MN,55410,-93.318654930106,44.9139936189788,$50000-$74999,00,1,K37,Possible
27623110803,MINNEAPOLIS,MN,55446,-93.4761905800861,45.0606899331722,$15000-$24999,02,1,D17,Likely
67557905087,MINNEAPOLIS,MN,55421,-93.2400414386186,45.0395938893452,$25000-$34999,04,1,K40,Possible
47559966458,MINNEAPOLIS,MN,55428,-93.37511,45.06147,$125000-$149999,09,1,O51,Possible
47573722495,MINNEAPOLIS,MN,55401,-93.27093,44.98332,$1000-$14999,06,1,G25,Not Likely
97669144394,MINNEAPOLIS,MN,55449,-93.1842768321604,45.133312863037,$75000-$99999,03,2,C14,Likely
77635045628,MINNEAPOLIS,MN,55434,-93.2482456132898,45.1438026622669,$100000-$124999,33,2,C11,Not Likely
17527757643,MINNEAPOLIS,MN,55406,-93.2254483022057,44.942815781265,$75000-$99999,31,4,E20,Yes
77514996468,MINNEAPOLIS,MN,55430,-93.2990197054482,45.0424263472938,$25000-$34999,01,1,O51,Possible
27546815571,MINNEAPOLIS,MN,55411,-93.3112578987909,44.9850634658772,$50000-$74999,53,2,D18,Not Likely
47573898015,MINNEAPOLIS,MN,55420,-93.2782466211802,44.8350407692308,$15000-$24999,00,1,O54,Possible
67609049114,MINNEAPOLIS,MN,55435,-93.3473375790119,44.882385209316,$75000-$99999,01,2,C13,Likely
97512996441,MINNEAPOLIS,MN,55430,-93.2903240744942,45.0420892506528,$35000-$49999,03,2,O51,Not Likely
47552865470,MINNEAPOLIS,MN,55417,-93.2576161098789,44.8973444362556,$1000-$14999,53,3,D16,Possible
57564817086,MINNEAPOLIS,MN,55412,-93.29506,45.02399,$25000-$34999,08,1,R66,Likely
97651115850,MINNEAPOLIS,MN,55446,-93.4986866837961,45.0482381434928,$75000-$99999,11,2,B07,Likely
47621083217,MINNEAPOLIS,MN,55442,-93.4232346749384,45.0388070927969,$100000-$124999,29,2,B07,Likely
77555939815,MINNEAPOLIS,MN,55424,-93.343809438751,44.9135652336997,$250000+,10,2,A01,Yes
77625134394,MINNEAPOLIS,MN,55448,-93.2771425397738,45.1742536208058,$25000-$34999,19,1,J34,Not Likely
57577792911,MINNEAPOLIS,MN,55408,-93.298610306318,44.9387835216763,$50000-$74999,05,1,G25,Not Likely
37641009372,MINNEAPOLIS,MN,55431,-93.3027313594333,44.8424712223259,$75000-$99999,20,2,B09,Yes
87514813875,MINNEAPOLIS,MN,55411,-93.314400353922,45.0104128563925,$35000-$49999,01,2,R67,Yes
87682108716,MINNEAPOLIS,MN,55445,-93.3747177312453,45.1193737932836,$35000-$49999,03,1,D17,Likely
57548911164,MINNEAPOLIS,MN,55421,-93.248042,45.0483471325916,$50000-$74999,03,1,P56,Likely
47520956908,MINNEAPOLIS,MN,55427,-93.378,45.0061,$25000-$34999,07,1,G24,Possible
07511908621,MINNEAPOLIS,MN,55421,-93.2639198856486,45.0543380780931,,00,0,U00,No
87578984681,MINNEAPOLIS,MN,55429,-93.3424477628833,45.058998066377,$35000-$49999,05,2,F23,Yes
37582808204,MINNEAPOLIS,MN,55411,-93.2975745728643,45.0001328674084,$1000-$14999,53,1,S68,Possible
27503901964,MINNEAPOLIS,MN,55421,-93.2372257050313,45.0453238922443,$15000-$24999,26,1,Q64,Not Likely
57535842212,MINNEAPOLIS,MN,55415,-93.2551195526275,44.9774149458406,$25000-$34999,01,1,G25,Not Likely
67689111423,MINNEAPOLIS,MN,55446,-93.4804692226994,45.0271291958625,$35000-$49999,02,2,O54,Possible
07628105350,MINNEAPOLIS,MN,55445,-93.3622913077603,45.1060466963873,,00,0,U00,No
77663080713,MINNEAPOLIS,MN,55441,-93.4165653291384,45.0239010689808,$100000-$124999,22,3,D16,Likely
47572941825,MINNEAPOLIS,MN,55425,-93.2428,44.85208,$25000-$34999,08,1,K40,Possible
57583867714,MINNEAPOLIS,MN,55418,-93.24412,45.01681,$35000-$49999,01,1,O51,Possible
47523999833,MINNEAPOLIS,MN,55430,-93.3037960340647,45.0602442108307,$1000-$14999,01,1,O55,Yes
17556929178,MINNEAPOLIS,MN,55423,-93.2527203643069,44.8831369918664,$75000-$99999,03,2,F23,Yes
87690064236,MINNEAPOLIS,MN,55437,-93.3321178869151,44.8264547356649,$1000-$14999,01,1,O54,Possible
67525935038,MINNEAPOLIS,MN,55423,-93.2974571540383,44.8687753761784,$75000-$99999,13,2,D16,Yes
87570780323,MINNEAPOLIS,MN,55408,-93.28716,44.94835,$100000-$124999,08,1,K40,Possible
27565967360,MINNEAPOLIS,MN,55428,-93.3641305013426,45.0333309522867,$35000-$49999,06,1,O51,Likely
97583765146,MINNEAPOLIS,MN,55406,-93.2170273163207,44.9203369630106,$25000-$34999,00,1,O54,Not Likely
77666092595,MINNEAPOLIS,MN,55443,-93.351646768476,45.1153763868242,$25000-$34999,13,1,D17,Likely
27602117819,MINNEAPOLIS,MN,55447,-93.4625501187945,45.0185225477945,$35000-$49999,01,1,O54,Possible
17659082487,MINNEAPOLIS,MN,55442,-93.4116495969903,45.0364894692124,$15000-$24999,07,2,O54,Not Likely
17540927348,MINNEAPOLIS,MN,55423,-93.2881853349862,44.887551105935,$250000+,01,1,A06,Not Likely
37553771680,MINNEAPOLIS,MN,55407,-93.2433505049666,44.9437136301767,$15000-$24999,01,1,O55,Likely
47609038949,MINNEAPOLIS,MN,55434,-93.2417247351179,45.1524509196011,$125000-$149999,03,1,R66,Likely
27533922601,MINNEAPOLIS,MN,55422,-93.3470973791521,45.0119561881071,$175000-$199999,21,2,A04,Yes
97586875115,MINNEAPOLIS,MN,55418,-93.2360403908665,45.0190200696918,$75000-$99999,13,3,B09,Not Likely
37648072587,MINNEAPOLIS,MN,55439,-93.3762728621064,44.8778571325916,$50000-$74999,37,2,C13,Not Likely
47574990136,MINNEAPOLIS,MN,55430,-93.30278,45.06442,$100000-$124999,06,1,P56,Possible
47617133190,MINNEAPOLIS,MN,55448,-93.3261391844389,45.203852761198,$100000-$124999,16,2,C14,Possible
07517739484,MINNEAPOLIS,MN,55404,-93.2827288362726,44.9606808080476,$35000-$49999,01,1,O54,Possible
67662050813,MINNEAPOLIS,MN,55435,-93.3313540661359,44.8700480634922,$50000-$74999,21,3,G25,Not Likely
37536977397,MINNEAPOLIS,MN,55428,-93.3909633333333,45.0707728674084,$50000-$74999,01,2,D17,Likely
27509969910,MINNEAPOLIS,MN,55428,-93.3720110640807,45.0558018348976,$125000-$149999,04,1,O51,Possible
97515997101,MINNEAPOLIS,MN,55430,-93.3044362185196,45.0450334931394,$75000-$99999,01,1,O51,Yes
07641135858,MINNEAPOLIS,MN,55448,-93.2670380215798,45.1397360475285,$1000-$14999,09,2,O55,Likely
57585772283,MINNEAPOLIS,MN,55407,-93.2522615706813,44.9421839346628,$50000-$74999,13,3,H26,Possible
87537854242,MINNEAPOLIS,MN,55416,-93.3429010871688,44.9293293642241,$200000-$249999,44,1,C13,Not Likely
97542902483,MINNEAPOLIS,MN,55421,-93.2304056136023,45.0560353094012,$75000-$99999,20,2,I31,Yes
47646040216,MINNEAPOLIS,MN,55434,-93.2456834035745,45.1950954537118,$50000-$74999,09,4,O55,Yes
17647148111,MINNEAPOLIS,MN,55458,-93.26508,44.98312,$25000-$34999,00,1,G25,Not Likely
57614082040,MINNEAPOLIS,MN,55441,-93.4025881659378,45.0253694184203,$25000-$34999,05,1,O50,Yes
07547973425,MINNEAPOLIS,MN,55428,-93.3813440768118,45.0751253277395,$35000-$49999,02,1,O51,Possible
37613025292,MINNEAPOLIS,MN,55433,-93.3180683013824,45.1692917256751,$50000-$74999,13,1,P56,Likely
97542955683,MINNEAPOLIS,MN,55426,-93.3864196100961,44.9405826380344,$25000-$34999,03,1,L42,Not Likely
87629060375,MINNEAPOLIS,MN,55437,-93.3407961241387,44.8034555192657,$100000-$124999,25,3,C11,Not Likely
67641002208,MINNEAPOLIS,MN,55430,-93.3088174747466,45.0857522993103,$75000-$99999,29,2,H26,Yes
97614023703,MINNEAPOLIS,MN,55433,-93.2931464409742,45.1417171325916,$125000-$149999,26,5,D16,Yes
47530739836,MINNEAPOLIS,MN,55404,-93.2810622647028,44.9598243854232,$35000-$49999,06,1,O53,Possible
07552935449,MINNEAPOLIS,MN,55423,-93.2657473654361,44.8684028026523,$50000-$74999,08,2,H26,Possible
87543900621,MINNEAPOLIS,MN,55421,-93.24611,45.04819,$1000-$14999,00,1,L42,Possible
47556795736,MINNEAPOLIS,MN,55409,-93.2905762818649,44.93589,$25000-$34999,15,2,Q65,Not Likely
37590791845,MINNEAPOLIS,MN,55408,-93.2934908953546,44.9404140000595,$1000-$14999,00,1,O54,Not Likely
67578889966,MINNEAPOLIS,MN,55419,-93.2997196699154,44.8960415512596,$150000-$174999,28,4,C13,Not Likely
77553775953,MINNEAPOLIS,MN,55407,-93.2597718096873,44.9315336106073,$50000-$74999,19,1,L42,Not Likely
57654040254,MINNEAPOLIS,MN,55434,-93.2420517997093,45.1953465439465,$75000-$99999,21,5,E20,Not Likely
47697098260,MINNEAPOLIS,MN,55443,-93.3539698191904,45.1215707970957,$75000-$99999,22,4,B07,Not Likely
67618071316,MINNEAPOLIS,MN,55438,-93.3905482553072,44.827504697104,$175000-$199999,08,5,A02,Not Likely
27536731195,MINNEAPOLIS,MN,55403,-93.2738638271591,44.9651652705388,$25000-$34999,21,1,O54,Possible
87537966832,MINNEAPOLIS,MN,55428,-93.37511,45.06147,$100000-$124999,06,1,K40,Possible
37533739999,MINNEAPOLIS,MN,55404,-93.2623562034517,44.95912,$35000-$49999,04,1,O54,Likely
17664107314,MINNEAPOLIS,MN,55445,-93.3625157519389,45.1036647566087,$75000-$99999,21,3,B08,Yes
77599847968,MINNEAPOLIS,MN,55416,-93.3204381891112,44.9452971727916,$250000+,06,1,A06,Likely
67597748184,MINNEAPOLIS,MN,55405,-93.2942246503138,44.9581046765368,$35000-$49999,00,1,O54,Not Likely
17677126213,MINNEAPOLIS,MN,55448,-93.2784302349624,45.165433013261,$35000-$49999,03,1,O51,Likely
17640025729,MINNEAPOLIS,MN,55433,-93.3041448818706,45.1704104835623,$15000-$24999,02,1,O55,Yes
97592737516,MINNEAPOLIS,MN,55404,-93.2594672144108,44.9638133749337,$35000-$49999,01,1,P60,Likely
77675135402,MINNEAPOLIS,MN,55448,-93.2859874047478,45.1791989732793,$100000-$124999,06,2,I31,Likely
97569977163,MINNEAPOLIS,MN,55428,-93.3858966418671,45.0616369584385,$250000+,19,4,E20,Possible
77519765254,MINNEAPOLIS,MN,55406,-93.2281463335146,44.9205732653061,$15000-$24999,01,2,E20,Possible
47686049502,MINNEAPOLIS,MN,55435,-93.3316692226315,44.8756668763846,$100000-$124999,21,1,C13,Yes
67514957074,MINNEAPOLIS,MN,55427,-93.378,45.0061,$100000-$124999,06,1,J34,Possible
77695011220,MINNEAPOLIS,MN,55432,-93.2391775421738,45.0985614021803,$1000-$14999,01,1,P61,Likely
57506715589,MINNEAPOLIS,MN,55401,-93.27093,44.98332,$200000-$249999,09,1,G25,Not Likely
37600057879,MINNEAPOLIS,MN,55437,-93.3527158705342,44.8141145154054,$75000-$99999,29,2,C13,Not Likely
77555971874,MINNEAPOLIS,MN,55428,-93.3685109326904,45.0683086403775,$15000-$24999,02,3,Q65,Not Likely
67592830480,MINNEAPOLIS,MN,55413,-93.2628899005883,45.0010459531534,$50000-$74999,21,2,E19,Not Likely
57567985580,MINNEAPOLIS,MN,55429,-93.3583568677387,45.0864685869697,$35000-$49999,11,1,L42,Not Likely
07541799961,MINNEAPOLIS,MN,55410,-93.3174858393338,44.924794093283,$200000-$249999,04,6,A02,Possible
47678077139,MINNEAPOLIS,MN,55441,-93.4342387714667,45.0304215791708,,00,0,U00,No
47570759273,MINNEAPOLIS,MN,55406,-93.2361182205866,44.9385066846726,$35000-$49999,00,2,O51,Not Likely
27587967087,MINNEAPOLIS,MN,55428,-93.37511,45.06147,$1000-$14999,00,1,O51,Possible
87678091371,MINNEAPOLIS,MN,55443,-93.3386452637627,45.0909870918208,$50000-$74999,11,1,H26,Likely
37645087532,MINNEAPOLIS,MN,55443,-93.34332,45.11686,$150000-$174999,08,1,F22,Likely
27635083766,MINNEAPOLIS,MN,55442,-93.4363549504127,45.0478873082899,$75000-$99999,11,2,B08,Yes
47617143308,MINNEAPOLIS,MN,55449,-93.1976526065638,45.1322613218506,$75000-$99999,16,2,D15,Likely
37626035390,MINNEAPOLIS,MN,55434,-93.2446419063474,45.1417070137077,$15000-$24999,01,1,S71,Possible
17507977711,MINNEAPOLIS,MN,55428,-93.3940300512314,45.0630633285308,$50000-$74999,09,2,C14,Yes
87528988143,MINNEAPOLIS,MN,55429,-93.3310041789321,45.0854970195609,$75000-$99999,19,5,H26,Not Likely
57683084747,MINNEAPOLIS,MN,55442,-93.4392625563795,45.0356942456603,$75000-$99999,02,3,B07,Likely
77502747151,MINNEAPOLIS,MN,55405,-93.2869264158067,44.9606678033446,$15000-$24999,00,1,O54,Not Likely
87581784892,MINNEAPOLIS,MN,55408,-93.3009837706476,44.95145,$35000-$49999,01,1,G25,Not Likely
87502944363,MINNEAPOLIS,MN,55425,-93.2438507315058,44.8445590640551,$35000-$49999,00,1,L42,Not Likely
67574902584,MINNEAPOLIS,MN,55421,-93.2286482192874,45.0610700020254,$50000-$74999,17,3,E20,Not Likely
97579958827,MINNEAPOLIS,MN,55427,-93.3935375872328,45.0046079671163,$75000-$99999,41,5,C14,Yes
17545950886,MINNEAPOLIS,MN,55426,-93.4033876840444,44.9777183270393,$50000-$74999,20,2,G24,Possible
17659112350,MINNEAPOLIS,MN,55446,-93.4951146397679,45.0469246723784,$100000-$124999,02,1,A05,Likely
97673035828,MINNEAPOLIS,MN,55434,-93.25115,45.1749,$35000-$49999,02,1,O51,Likely
97644115992,MINNEAPOLIS,MN,55446,-93.4543986670262,45.0495351609674,$35000-$49999,03,1,O55,Yes
87534903560,MINNEAPOLIS,MN,55421,-93.2129359729716,45.0357423640037,$15000-$24999,00,2,Q65,Not Likely
37515763611,MINNEAPOLIS,MN,55406,-93.2163763142482,44.9262881632653,$1000-$14999,04,1,G24,Likely
37691045998,MINNEAPOLIS,MN,55434,-93.2452606013538,45.1753091876705,$125000-$149999,22,4,C14,Yes
27573904209,MINNEAPOLIS,MN,55421,-93.2155326924489,45.038195080946,$25000-$34999,01,1,O54,Not Likely
17601142553,MINNEAPOLIS,MN,55449,-93.2070352667367,45.1864792068659,$1000-$14999,00,2,O51,Possible
17550878957,MINNEAPOLIS,MN,55418,-93.2369114607947,45.0315485011842,$50000-$74999,26,1,L42,Likely
17614003824,MINNEAPOLIS,MN,55431,-93.3190166840158,44.8163066666667,$15000-$24999,00,1,K40,Possible
57563840482,MINNEAPOLIS,MN,55414,-93.2188274896261,44.985262506458,$35000-$49999,00,1,O53,Possible
37589917234,MINNEAPOLIS,MN,55422,-93.3295299730058,45.0226942237687,$125000-$149999,01,1,S71,Not Likely
87582843098,MINNEAPOLIS,MN,55416,-93.3532412824244,44.9623422237411,$75000-$99999,18,3,E19,Not Likely
47638003725,MINNEAPOLIS,MN,55431,-93.2943822931216,44.8173096535315,$50000-$74999,07,1,O54,Yes
87642008926,MINNEAPOLIS,MN,55431,-93.3042120835463,44.8491384012468,$50000-$74999,12,3,L41,Not Likely
37532743273,MINNEAPOLIS,MN,55404,-93.2658565769979,44.9650773200177,$75000-$99999,38,1,S71,Not Likely
87546862131,MINNEAPOLIS,MN,55417,-93.2299576915056,44.9046197248667,$25000-$34999,15,2,L42,Possible
87647040611,MINNEAPOLIS,MN,55434,-93.262689281348,45.1745506430321,$25000-$34999,23,1,M45,Yes
67524927018,MINNEAPOLIS,MN,55423,-93.2791764419081,44.8883891836735,$100000-$124999,11,2,B09,Likely
07513880201,MINNEAPOLIS,MN,55418,-93.2584974311752,45.0084228794354,$25000-$34999,13,2,R66,Likely
87594720263,MINNEAPOLIS,MN,55401,-93.27093,44.98332,$75000-$99999,04,1,G25,Not Likely
07521830729,MINNEAPOLIS,MN,55413,-93.2612074768946,44.9921316895209,$75000-$99999,53,1,G24,Yes
27554930118,MINNEAPOLIS,MN,55423,-93.2493284544571,44.8808879466299,$50000-$74999,06,1,H26,Not Likely
87552858375,MINNEAPOLIS,MN,55417,-93.2213806124067,44.9118606122359,$15000-$24999,04,1,Q65,Not Likely
77603094134,MINNEAPOLIS,MN,55443,-93.3482906639953,45.0904687220268,$1000-$14999,00,1,P61,Possible
97664094524,MINNEAPOLIS,MN,55443,-93.3399734698687,45.0946332406214,$125000-$149999,03,1,O51,Likely
67629139496,MINNEAPOLIS,MN,55449,-93.2258317982728,45.1963178913775,$250000+,21,1,A05,Possible
37518994275,MINNEAPOLIS,MN,55430,-93.30278,45.06442,$50000-$74999,03,1,P56,Likely
37563964798,MINNEAPOLIS,MN,55427,-93.3829840778106,45.0252828820993,$75000-$99999,10,2,E20,Not Likely
17585952478,MINNEAPOLIS,MN,55426,-93.3942095222757,44.9375557216485,$25000-$34999,03,1,Q65,Not Likely
67699052970,MINNEAPOLIS,MN,55436,-93.3919531424097,44.9110797702926,$250000+,23,2,A01,Possible
47589741229,MINNEAPOLIS,MN,55404,-93.2500537636345,44.9573422852258,$250000+,19,1,K38,Possible
67527862404,MINNEAPOLIS,MN,55417,-93.225982358085,44.9034734541654,$50000-$74999,02,5,O51,Yes
27665068112,MINNEAPOLIS,MN,55438,-93.377690337443,44.8088440359085,,00,0,U00,No
27516923202,MINNEAPOLIS,MN,55422,-93.3468965157369,44.9857388289086,$25000-$34999,03,1,K37,Not Likely
97686130817,MINNEAPOLIS,MN,55448,-93.3544236274084,45.2095289068039,$75000-$99999,05,4,L42,Not Likely
77508855810,MINNEAPOLIS,MN,55416,-93.3584131071114,44.9420027765474,$35000-$49999,02,2,G24,Possible
57595829544,MINNEAPOLIS,MN,55413,-93.2408138128292,45.0051986007607,$35000-$49999,38,2,L42,Not Likely
97697106455,MINNEAPOLIS,MN,55445,-93.373646382681,45.0983586996304,$75000-$99999,05,3,F23,Yes
87555868180,MINNEAPOLIS,MN,55418,-93.2421333333333,45.0205571325916,$50000-$74999,04,2,G24,Possible
37601124317,MINNEAPOLIS,MN,55447,-93.4696730283298,44.9844541726547,$100000-$124999,03,1,H27,Possible
67610019801,MINNEAPOLIS,MN,55432,-93.2516999374984,45.1161242265108,$50000-$74999,24,3,E20,Not Likely
27589989840,MINNEAPOLIS,MN,55430,-93.30278,45.06442,$75000-$99999,05,1,O51,Possible
87663055085,MINNEAPOLIS,MN,55436,-93.3681838944042,44.9006171325916,,00,0,U00,No
77577877820,MINNEAPOLIS,MN,55418,-93.2223498255842,45.0280479443964,$50000-$74999,24,1,C11,Not Likely
57611115027,MINNEAPOLIS,MN,55446,-93.5064301914265,45.040530929766,$250000+,08,1,A03,Yes
77543843597,MINNEAPOLIS,MN,55416,-93.3327735912776,44.9575262268702,$200000-$249999,10,2,A02,Not Likely
57528854900,MINNEAPOLIS,MN,55416,-93.3502741209901,44.9395171015627,$50000-$74999,07,2,G25,Possible
77614051115,MINNEAPOLIS,MN,55435,-93.3240025888638,44.86797554386,$75000-$99999,12,1,E19,Not Likely
17521797838,MINNEAPOLIS,MN,55409,-93.2793981833804,44.9294974014293,$100000-$124999,08,3,E20,Likely
77676140842,MINNEAPOLIS,MN,55449,-93.2307694727323,45.2023366535101,$50000-$74999,03,1,H28,Likely
07693022328,MINNEAPOLIS,MN,55433,-93.2902352528482,45.1517669648254,$75000-$99999,22,4,E20,Not Likely
37599897401,MINNEAPOLIS,MN,55420,-93.2815612824203,44.8402797604721,$50000-$74999,37,3,L42,Not Likely
37631088940,MINNEAPOLIS,MN,55443,-93.328816987936,45.1481562231515,$75000-$99999,02,1,F22,Likely
37550989514,MINNEAPOLIS,MN,55430,-93.30278,45.06442,$1000-$14999,08,1,P56,Likely
37615060693,MINNEAPOLIS,MN,55437,-93.3445220584661,44.808234470369,$150000-$174999,25,4,O51,Likely
37581878973,MINNEAPOLIS,MN,55418,-93.2640498869973,45.0320807465454,$25000-$34999,06,1,O51,Possible
77551869507,MINNEAPOLIS,MN,55418,-93.2296739491096,45.0077715236014,$75000-$99999,06,2,E19,Likely
67670061062,MINNEAPOLIS,MN,55437,-93.3482391955758,44.8192669773764,$1000-$14999,02,1,O50,Possible
07569767709,MINNEAPOLIS,MN,55407,-93.2397373210004,44.9306575129561,$15000-$24999,21,2,Q65,Not Likely
97525948186,MINNEAPOLIS,MN,55426,-93.3878321893487,44.9552170075648,$50000-$74999,00,1,F22,Possible
87636068372,MINNEAPOLIS,MN,55438,-93.3843431633017,44.8205603079333,$1000-$14999,02,1,K37,Possible
17567812270,MINNEAPOLIS,MN,55411,-93.2954351811345,45.0048539048663,$1000-$14999,08,1,R67,Not Likely
57548770034,MINNEAPOLIS,MN,55407,-93.249746382076,44.9481538131042,,00,0,U00,No
07512848379,MINNEAPOLIS,MN,55416,-93.3217202575807,44.9530935759166,$35000-$49999,39,2,C13,Not Likely
67690131704,MINNEAPOLIS,MN,55448,-93.3049911578828,45.2113132595388,$75000-$99999,12,2,E20,Possible
67517741617,MINNEAPOLIS,MN,55404,-93.2500604969639,44.9569382035932,$15000-$24999,19,2,Q64,Not Likely
47590744898,MINNEAPOLIS,MN,55405,-93.318337513661,44.9687179891872,$50000-$74999,01,1,C13,Not Likely
27536861932,MINNEAPOLIS,MN,55417,-93.2102973643402,44.9048723119488,$50000-$74999,10,1,G24,Possible
27549792922,MINNEAPOLIS,MN,55408,-93.298610306318,44.9387835216763,$50000-$74999,04,1,O54,Possible
87601053406,MINNEAPOLIS,MN,55436,-93.3704545124146,44.9088748976836,$250000+,18,4,A01,Possible
87526909472,MINNEAPOLIS,MN,55421,-93.2613758625929,45.0597728571429,$35000-$49999,05,1,O51,Possible
77675004316,MINNEAPOLIS,MN,55431,-93.3241967096727,44.8117485790132,$15000-$24999,02,1,Q65,Not Likely
37555812322,MINNEAPOLIS,MN,55411,-93.284745036029,45.0049220299275,$150000-$174999,03,1,P57,Likely
87585946737,MINNEAPOLIS,MN,55426,-93.3736423293798,44.9685969456806,,00,0,U00,No
97514761420,MINNEAPOLIS,MN,55406,-93.2078309263586,44.9330378095912,$35000-$49999,06,1,G24,Possible
57587860923,MINNEAPOLIS,MN,55417,-93.2653952496231,44.906755247423,$1000-$14999,21,2,D16,Yes
47517727928,MINNEAPOLIS,MN,55403,-93.2793222535865,44.9665171233219,$1000-$14999,00,1,O54,Not Likely
57639139434,MINNEAPOLIS,MN,55449,-93.1895932434991,45.1954422669614,$35000-$49999,02,1,K37,Likely
47579973644,MINNEAPOLIS,MN,55428,-93.3864451546253,45.0775896608757,,00,0,U00,No
87648138487,MINNEAPOLIS,MN,55449,-93.2214375795295,45.1885540737675,$75000-$99999,06,2,B08,Yes
67697124023,MINNEAPOLIS,MN,55447,-93.5109805697974,45.0189336179951,$125000-$149999,22,4,B07,Not Likely
37519727941,MINNEAPOLIS,MN,55403,-93.2793222535865,44.9665171233219,$15000-$24999,01,1,O54,Not Likely
97503937005,MINNEAPOLIS,MN,55423,-93.2670434802735,44.86525,$75000-$99999,05,1,H26,Possible
07697089999,MINNEAPOLIS,MN,55443,-93.3246008261541,45.0974597763836,$35000-$49999,03,1,H28,Likely
07680073398,MINNEAPOLIS,MN,55439,-93.3571163889744,44.8828144794051,$35000-$49999,22,2,D16,Likely
77642081909,MINNEAPOLIS,MN,55441,-93.4127335994332,44.988157076473,$50000-$74999,15,2,E19,Not Likely
97546755222,MINNEAPOLIS,MN,55406,-93.2226796283614,44.9496288232851,$35000-$49999,03,1,O51,Possible
67676008877,MINNEAPOLIS,MN,55431,-93.2987966877415,44.8505568504317,$25000-$34999,03,2,H26,Possible
37505875005,MINNEAPOLIS,MN,55418,-93.2203934375557,45.0213056637048,$75000-$99999,53,4,D16,Possible
77663010916,MINNEAPOLIS,MN,55432,-93.2412740427236,45.0680791526885,$50000-$74999,19,6,E20,Not Likely
37644036233,MINNEAPOLIS,MN,55434,-93.2492969015056,45.1640807516438,$100000-$124999,05,2,F22,Possible
47632005841,MINNEAPOLIS,MN,55431,-93.303199161467,44.8226206462277,$15000-$24999,00,1,O54,Possible
